pitcher,batter,pitch_type,velocity,spin,ivb,hb,plate_x,plate_z,count_balls,count_strikes,result,batter_side,pitcher_hand,date
OPP-11,H06,Slider,78.4,2475,2.7,-0.5,-0.28,2.525,3,2,InPlay,R,R,2026-09-06
OPP-11,H07,Fastball,88.7,2139,13.0,8.7,0.545,2.659,0,0,StrikeSwinging,L,R,2026-09-06
OPP-11,H07,Fastball,92.5,2274,13.4,7.8,0.007,3.163,0,1,StrikeCalled,L,R,2026-09-06
OPP-11,H07,Fastball,88.0,2133,18.0,5.0,0.59,4.221,0,2,BallCalled,L,R,2026-09-06
OPP-11,H07,Changeup,81.6,1729,12.6,11.4,-1.282,2.95,1,2,BallCalled,L,R,2026-09-06
OPP-11,H07,Changeup,80.9,1837,7.0,14.4,-0.734,1.206,2,2,BallCalled,L,R,2026-09-06
OPP-11,H07,Fastball,89.7,2289,12.6,9.7,-0.697,3.709,3,2,StrikeSwinging,L,R,2026-09-06
OPP-11,H08,Fastball,90.8,2277,14.9,6.8,-1.038,2.943,0,0,BallCalled,L,R,2026-09-06
OPP-11,H08,Fastball,88.9,2266,15.5,13.8,0.792,3.234,1,0,StrikeCalled,L,R,2026-09-06
OPP-11,H08,Changeup,81.2,1530,9.4,10.8,1.215,2.967,1,1,InPlay,L,R,2026-09-06
OPP-11,H06,Slider,82.9,2484,3.2,-7.4,0.129,2.145,0,0,FoulBall,R,R,2026-09-06
OPP-11,H06,Curveball,74.3,2580,-3.7,-10.7,-0.422,1.661,0,1,StrikeSwinging,R,R,2026-09-06
OPP-11,H06,Fastball,89.4,2268,16.5,13.1,0.646,1.52,0,2,StrikeCalled,R,R,2026-09-06
OPP-11,H07,Slider,80.3,2410,1.4,-6.9,-0.953,0.996,0,0,BallCalled,R,R,2026-09-06
OPP-11,H07,Slider,80.2,2122,4.5,-6.4,-0.009,2.545,1,0,StrikeSwinging,R,R,2026-09-06
OPP-11,H07,Fastball,91.3,2107,13.2,5.4,1.427,2.789,1,1,BallCalled,R,R,2026-09-06
OPP-11,H07,Fastball,89.0,2056,15.4,14.2,0.596,2.889,2,1,StrikeCalled,R,R,2026-09-06
OPP-11,H07,Slider,80.7,2461,4.0,-3.6,0.822,2.766,2,2,StrikeSwinging,R,R,2026-09-06
OPP-11,H04,Fastball,94.2,2285,16.2,9.4,0.329,1.552,0,0,FoulBall,R,R,2026-09-06
OPP-11,H04,Fastball,89.6,2241,15.2,8.7,-0.594,2.962,0,1,StrikeCalled,R,R,2026-09-06
OPP-11,H04,Slider,81.9,1995,3.3,-7.4,0.288,2.239,0,2,StrikeSwinging,R,R,2026-09-06
OPP-11,H06,Fastball,92.8,2239,14.4,5.3,-0.262,1.814,0,0,StrikeSwinging,L,R,2026-09-06
OPP-11,H06,Fastball,90.6,2348,13.6,16.4,0.453,0.455,0,1,BallCalled,L,R,2026-09-06
OPP-11,H06,Fastball,91.4,2296,18.9,11.6,0.153,1.965,1,1,InPlay,L,R,2026-09-06
OPP-11,H09,Fastball,88.7,2418,12.4,5.9,0.363,1.727,0,0,StrikeCalled,L,R,2026-09-06
OPP-11,H09,Changeup,83.7,1680,9.5,13.3,-1.222,2.928,0,1,BallCalled,L,R,2026-09-06
OPP-11,H09,Fastball,90.8,2315,14.6,8.5,0.375,3.876,1,1,BallCalled,L,R,2026-09-06
OPP-11,H09,Fastball,89.0,2309,17.2,8.8,-0.249,2.901,2,1,StrikeCalled,L,R,2026-09-06
OPP-11,H09,Slider,80.8,2468,1.4,-9.8,0.233,2.018,2,2,InPlay,L,R,2026-09-06
OPP-11,H05,Fastball,92.1,2212,15.8,8.6,0.309,2.691,0,0,StrikeCalled,L,R,2026-09-06
OPP-11,H05,Fastball,91.6,1886,14.1,12.7,-2.265,3.32,0,1,BallCalled,L,R,2026-09-06
OPP-11,H05,Fastball,91.5,2296,15.3,8.3,-0.435,2.75,1,1,StrikeCalled,L,R,2026-09-06
OPP-11,H05,Fastball,91.4,2141,15.0,6.9,0.603,0.058,1,2,StrikeSwinging,L,R,2026-09-06
OPP-11,H05,Slider,82.4,2349,-2.3,-2.3,-0.172,1.447,0,0,BallCalled,R,R,2026-09-06
OPP-11,H05,Fastball,91.5,2230,17.0,9.5,-0.51,2.015,1,0,StrikeCalled,R,R,2026-09-06
OPP-11,H05,Fastball,91.5,2350,15.7,9.1,-0.504,2.974,1,1,StrikeCalled,R,R,2026-09-06
OPP-11,H05,Fastball,91.6,2108,13.8,13.0,0.991,4.686,1,2,BallCalled,R,R,2026-09-06
OPP-11,H05,Fastball,92.0,2071,11.9,9.8,-0.462,2.449,2,2,FoulBall,R,R,2026-09-06
OPP-11,H05,Changeup,81.4,1853,4.7,8.4,2.119,3.506,2,2,BallCalled,R,R,2026-09-06
OPP-11,H05,Curveball,73.7,2105,-1.5,-11.5,-1.237,4.03,3,2,FoulBall,R,R,2026-09-06
OPP-11,H05,Curveball,75.8,2290,-5.8,-10.8,2.413,3.432,3,2,BallCalled,R,R,2026-09-06
OPP-11,H08,Fastball,91.0,2428,15.6,9.9,-1.004,2.823,0,0,BallCalled,R,R,2026-09-06
OPP-11,H08,Fastball,91.7,2244,14.0,7.5,-0.254,2.753,1,0,FoulBall,R,R,2026-09-06
OPP-11,H08,Fastball,90.5,2234,14.1,17.4,-1.058,1.824,1,1,BallCalled,R,R,2026-09-06
OPP-11,H08,Fastball,93.2,2017,15.8,9.1,-0.411,2.441,2,1,FoulBall,R,R,2026-09-06
OPP-11,H08,Slider,80.2,2413,-1.1,-10.4,-1.435,1.809,2,2,InPlay,R,R,2026-09-06
OPP-11,H09,Fastball,90.4,2217,13.3,10.2,-0.198,2.777,0,0,InPlay,R,R,2026-09-06
OPP-11,H07,Fastball,89.2,2259,17.5,4.9,0.121,2.436,0,0,FoulBall,R,R,2026-09-06
OPP-11,H07,Slider,81.9,2293,3.4,-5.3,0.108,3.619,0,1,BallCalled,R,R,2026-09-06
OPP-11,H07,Changeup,83.2,1745,7.0,14.7,-0.603,0.939,1,1,StrikeSwinging,R,R,2026-09-06
OPP-11,H07,Changeup,82.9,1920,8.8,12.3,0.644,2.637,1,2,InPlay,R,R,2026-09-06
OPP-11,H05,Curveball,74.2,2400,-12.5,-6.6,-0.353,2.012,0,0,FoulBall,R,R,2026-09-06
OPP-11,H05,Fastball,90.6,2399,11.9,6.0,-0.23,0.701,0,1,BallCalled,R,R,2026-09-06
OPP-11,H05,Fastball,90.9,2212,15.6,12.3,-0.005,1.674,1,1,StrikeCalled,R,R,2026-09-06
OPP-11,H05,Fastball,88.1,2182,11.7,3.3,-0.583,3.212,1,2,StrikeSwinging,R,R,2026-09-06
OPP-11,H05,Fastball,89.5,2081,12.4,12.1,-1.415,2.913,0,0,BallCalled,R,R,2026-09-06
OPP-11,H05,Fastball,91.9,2375,16.7,10.1,-0.187,3.074,1,0,StrikeCalled,R,R,2026-09-06
OPP-11,H05,Fastball,91.5,2195,15.2,4.6,0.248,3.558,1,1,BallCalled,R,R,2026-09-06
OPP-11,H05,Fastball,88.7,2242,11.6,5.4,0.076,2.595,2,1,StrikeCalled,R,R,2026-09-06
OPP-11,H05,Fastball,89.2,2405,16.3,9.0,0.782,3.366,2,2,StrikeSwinging,R,R,2026-09-06
OPP-11,H03,Fastball,90.2,2274,13.8,12.2,-0.724,3.675,0,0,InPlay,R,R,2026-09-06
OPP-11,H06,Fastball,90.7,1967,20.2,8.6,-1.237,2.905,0,0,BallCalled,R,R,2026-09-06
OPP-11,H06,Fastball,91.9,2076,14.0,7.8,0.085,2.921,1,0,FoulBall,R,R,2026-09-06
OPP-11,H06,Fastball,91.9,2177,16.8,13.1,-0.075,2.238,1,1,FoulBall,R,R,2026-09-06
OPP-11,H06,Slider,81.1,2323,2.7,-2.9,-1.828,-0.538,1,2,BallCalled,R,R,2026-09-06
OPP-11,H06,Fastball,91.6,2229,15.3,10.8,-0.772,0.271,2,2,StrikeSwinging,R,R,2026-09-06
OPP-11,H04,Fastball,90.7,2200,14.3,8.4,-0.317,2.962,0,0,StrikeSwinging,R,R,2026-09-06
OPP-11,H04,Fastball,89.8,2203,12.3,12.9,0.956,2.127,0,1,BallCalled,R,R,2026-09-06
OPP-11,H04,Fastball,89.9,2276,13.2,9.5,-0.172,3.405,1,1,StrikeCalled,R,R,2026-09-06
OPP-11,H04,Changeup,81.6,1702,11.5,11.9,1.376,0.972,1,2,BallCalled,R,R,2026-09-06
OPP-11,H04,Fastball,91.2,2122,17.4,9.8,0.288,3.28,2,2,FoulBall,R,R,2026-09-06
OPP-11,H04,Slider,81.8,2217,-1.6,-5.1,-1.996,2.93,2,2,FoulBall,R,R,2026-09-06
OPP-11,H04,Fastball,90.0,2245,13.4,9.7,-1.423,2.905,2,2,FoulBall,R,R,2026-09-06
OPP-11,H04,Fastball,90.1,2270,15.5,11.7,-0.9,2.725,2,2,BallCalled,R,R,2026-09-06
OPP-11,H04,Slider,82.0,2325,1.8,-7.7,0.112,2.212,3,2,StrikeCalled,R,R,2026-09-06
OPP-24,H06,Changeup,84.7,1781,9.3,12.4,0.506,1.295,0,0,BallCalled,L,L,2026-09-04
OPP-24,H06,Fastball,92.3,2314,13.7,3.7,-0.278,1.954,1,0,InPlay,L,L,2026-09-04
OPP-24,H09,Fastball,91.3,2197,14.1,13.0,0.399,2.334,0,0,InPlay,R,L,2026-09-04
OPP-24,H09,Slider,79.9,2440,3.9,-10.2,-0.021,1.758,0,0,StrikeCalled,L,L,2026-09-04
OPP-24,H09,Slider,82.2,2012,-1.4,-4.7,-1.072,2.016,0,1,StrikeSwinging,L,L,2026-09-04
OPP-24,H09,Changeup,81.5,1731,8.9,9.4,-0.493,2.314,0,2,FoulBall,L,L,2026-09-04
OPP-24,H09,Slider,79.2,2223,3.4,-7.3,-0.51,-0.729,0,2,FoulBall,L,L,2026-09-04
OPP-24,H09,Curveball,77.1,2658,-5.1,-10.8,0.639,3.192,0,2,InPlay,L,L,2026-09-04
OPP-24,H01,Changeup,82.9,1888,11.0,8.6,-0.543,2.375,0,0,FoulBall,R,L,2026-09-04
OPP-24,H01,Slider,78.0,2512,5.6,-7.0,2.326,4.089,0,1,StrikeSwinging,R,L,2026-09-04
OPP-24,H01,Fastball,91.8,2248,13.3,7.7,-0.391,2.298,0,2,InPlay,R,L,2026-09-04
OPP-24,H01,Fastball,88.9,2221,12.5,8.3,-0.172,3.84,0,0,FoulBall,R,L,2026-09-04
OPP-24,H01,Changeup,82.4,1762,9.5,16.2,-0.218,4.173,0,1,StrikeSwinging,R,L,2026-09-04
OPP-24,H01,Slider,78.4,2478,0.3,-7.9,0.311,1.995,0,2,InPlay,R,L,2026-09-04
OPP-24,H05,Fastball,90.4,2288,17.5,4.8,0.193,1.997,0,0,HitByPitch,R,L,2026-09-04
OPP-24,H06,Curveball,71.2,2501,-1.4,-12.7,0.096,1.243,0,0,BallCalled,R,L,2026-09-04
OPP-24,H06,Fastball,90.6,2164,18.2,7.9,-0.096,2.398,1,0,StrikeCalled,R,L,2026-09-04
OPP-24,H06,Slider,81.4,2488,-0.6,-2.8,-0.375,2.61,1,1,StrikeCalled,R,L,2026-09-04
OPP-24,H06,Changeup,82.8,1600,5.4,8.7,-1.363,1.801,1,2,BallCalled,R,L,2026-09-04
OPP-24,H06,Fastball,88.8,2360,18.8,6.5,-1.672,3.648,2,2,BallCalled,R,L,2026-09-04
OPP-24,H06,Changeup,83.2,1654,6.4,8.7,-2.979,0.709,3,2,BallCalled,R,L,2026-09-04
OPP-24,H06,Fastball,91.0,2143,15.4,14.2,1.041,2.205,0,0,BallCalled,L,L,2026-09-04
OPP-24,H06,Fastball,89.4,2053,16.0,11.5,-0.529,2.84,1,0,FoulBall,L,L,2026-09-04
OPP-24,H06,Slider,78.9,2185,3.9,-7.4,-0.564,3.011,1,1,InPlay,L,L,2026-09-04
OPP-24,H06,Fastball,89.4,2228,14.6,9.2,0.142,1.27,0,0,BallCalled,L,L,2026-09-04
OPP-24,H06,Fastball,92.1,2291,15.8,10.4,0.271,2.744,1,0,InPlay,L,L,2026-09-04
OPP-24,H06,Fastball,89.9,2280,14.1,11.1,-0.781,2.181,0,0,StrikeSwinging,L,L,2026-09-04
OPP-24,H06,Fastball,90.4,2199,16.8,6.5,0.135,2.795,0,1,FoulBall,L,L,2026-09-04
OPP-24,H06,Slider,82.4,2356,6.0,-8.3,-2.1,1.589,0,2,FoulBall,L,L,2026-09-04
OPP-24,H06,Slider,79.4,2216,4.1,-6.7,1.991,2.041,0,2,StrikeSwinging,L,L,2026-09-04
OPP-24,H09,Slider,78.8,2316,6.1,-4.3,0.043,2.081,0,0,StrikeSwinging,R,L,2026-09-04
OPP-24,H09,Curveball,75.3,2346,-4.9,-10.4,0.77,1.935,0,1,FoulBall,R,L,2026-09-04
OPP-24,H09,Fastball,90.1,2264,12.7,8.1,2.578,3.042,0,2,BallCalled,R,L,2026-09-04
OPP-24,H09,Slider,81.9,2302,0.5,-3.9,-0.773,3.859,1,2,InPlay,R,L,2026-09-04
OPP-24,H02,Slider,81.3,2446,0.7,-1.1,0.582,2.813,0,0,StrikeSwinging,R,L,2026-09-04
OPP-24,H02,Slider,81.4,2251,-3.2,-5.6,1.294,1.958,0,1,FoulBall,R,L,2026-09-04
OPP-24,H02,Slider,81.1,2101,2.3,-1.5,0.111,-0.06,0,2,InPlay,R,L,2026-09-04
OPP-24,H05,Fastball,92.3,2412,19.2,7.7,0.66,2.916,0,0,StrikeCalled,R,L,2026-09-04
OPP-24,H05,Changeup,81.0,1713,6.8,8.3,1.145,0.516,0,1,HitByPitch,R,L,2026-09-04
OPP-24,H02,Slider,84.9,2453,-0.6,-5.8,-0.747,1.434,0,0,BallCalled,L,L,2026-09-04
OPP-24,H02,Fastball,92.0,2125,14.2,13.9,-0.058,2.448,1,0,InPlay,L,L,2026-09-04
OPP-24,H06,Changeup,86.1,1708,2.5,12.3,-0.57,2.745,0,0,StrikeCalled,L,L,2026-09-04
OPP-24,H06,Fastball,91.9,2072,16.0,7.7,-0.897,1.778,0,1,BallCalled,L,L,2026-09-04
OPP-24,H06,Changeup,81.3,1872,10.8,13.0,-1.268,0.327,1,1,BallCalled,L,L,2026-09-04
OPP-24,H06,Fastball,91.6,2339,14.2,10.4,-0.411,2.807,2,1,FoulBall,L,L,2026-09-04
OPP-24,H06,Slider,79.4,2259,0.5,-3.4,-0.047,2.142,2,2,StrikeCalled,L,L,2026-09-04
OPP-24,H09,Fastball,89.9,2280,19.8,9.5,0.676,1.852,0,0,FoulBall,R,L,2026-09-04
OPP-24,H09,Fastball,90.7,2166,13.2,9.8,-0.561,1.532,0,1,StrikeCalled,R,L,2026-09-04
OPP-24,H09,Changeup,83.0,2060,6.2,13.2,0.457,2.191,0,2,InPlay,R,L,2026-09-04
OPP-24,H04,Fastball,89.9,2187,16.1,3.5,0.833,3.121,0,0,BallCalled,R,L,2026-09-04
OPP-24,H04,Fastball,89.2,2137,15.1,8.3,-0.924,3.142,1,0,BallCalled,R,L,2026-09-04
OPP-24,H04,Fastball,93.2,2182,12.0,3.0,0.028,2.47,2,0,FoulBall,R,L,2026-09-04
OPP-24,H04,Fastball,90.4,1978,12.4,6.2,-0.331,2.652,2,1,FoulBall,R,L,2026-09-04
OPP-24,H04,Curveball,74.7,2551,-7.4,-14.1,0.189,1.225,2,2,StrikeSwinging,R,L,2026-09-04
OPP-24,H08,Slider,83.2,2205,1.0,-10.4,-0.669,2.564,0,0,StrikeSwinging,R,L,2026-09-04
OPP-24,H08,Fastball,90.6,2411,16.4,11.2,-0.417,3.209,0,1,StrikeCalled,R,L,2026-09-04
OPP-24,H08,Changeup,81.6,1563,10.0,15.1,0.82,1.852,0,2,InPlay,R,L,2026-09-04
OPP-24,H09,Fastball,87.6,2273,16.4,6.0,-0.831,2.811,0,0,InPlay,R,L,2026-09-04
OPP-24,H05,Fastball,91.2,2274,16.3,10.2,-0.652,2.262,0,0,FoulBall,L,L,2026-09-04
OPP-24,H05,Fastball,89.9,2446,15.4,15.3,-0.149,1.413,0,1,BallCalled,L,L,2026-09-04
OPP-24,H05,Fastball,90.1,2079,13.3,8.1,-1.125,3.851,1,1,StrikeSwinging,L,L,2026-09-04
OPP-24,H05,Curveball,77.8,2332,-4.7,-0.1,-0.109,5.224,1,2,InPlay,L,L,2026-09-04
OPP-24,H06,Curveball,78.6,2499,-10.7,-2.8,-1.318,2.191,0,0,BallCalled,L,L,2026-09-04
OPP-24,H06,Fastball,90.4,2239,13.0,6.7,0.206,2.557,1,0,StrikeCalled,L,L,2026-09-04
OPP-24,H06,Changeup,82.7,1828,9.2,13.0,0.579,1.428,1,1,BallCalled,L,L,2026-09-04
OPP-24,H06,Changeup,83.4,1779,7.0,8.7,-0.325,2.296,2,1,StrikeCalled,L,L,2026-09-04
OPP-24,H06,Fastball,91.3,2237,12.8,6.6,0.233,2.189,2,2,InPlay,L,L,2026-09-04
OPP-24,H01,Slider,78.4,2369,1.3,-4.8,1.257,0.659,0,0,BallCalled,L,L,2026-09-04
OPP-24,H01,Fastball,94.1,2183,6.8,9.4,0.228,2.513,1,0,InPlay,L,L,2026-09-04
OPP-24,H04,Fastball,90.2,2241,17.7,10.7,0.11,2.226,0,0,StrikeSwinging,R,L,2026-09-04
OPP-24,H04,Changeup,83.4,1980,10.5,12.1,0.017,0.976,0,1,FoulBall,R,L,2026-09-04
OPP-24,H04,Curveball,76.0,2673,-6.5,-2.2,0.84,2.051,0,2,StrikeSwinging,R,L,2026-09-04
OPP-24,H01,Slider,81.3,2480,2.8,-8.7,-0.896,2.884,0,0,BallCalled,L,L,2026-09-04
OPP-24,H01,Changeup,82.5,1695,10.6,12.4,-0.753,1.517,1,0,StrikeCalled,L,L,2026-09-04
OPP-24,H01,Slider,81.0,2131,1.2,-3.9,1.904,1.642,1,1,StrikeSwinging,L,L,2026-09-04
OPP-24,H01,Changeup,81.9,1647,8.8,14.8,-0.244,2.754,1,2,FoulBall,L,L,2026-09-04
OPP-24,H01,Slider,81.6,2568,2.3,-10.7,1.371,1.264,1,2,BallCalled,L,L,2026-09-04
OPP-24,H01,Fastball,92.9,2129,12.2,11.7,0.764,2.637,2,2,FoulBall,L,L,2026-09-04
OPP-24,H01,Changeup,82.7,1595,7.7,7.3,-0.205,1.719,2,2,FoulBall,L,L,2026-09-04
OPP-24,H01,Curveball,74.3,2507,-3.3,-5.6,-0.192,0.417,2,2,FoulBall,L,L,2026-09-04
OPP-24,H01,Slider,79.3,2380,-0.3,-6.8,0.123,-1.77,2,2,StrikeSwinging,L,L,2026-09-04
OPP-24,H01,Changeup,80.6,1890,11.7,17.6,-0.66,2.048,0,0,FoulBall,R,L,2026-09-04
OPP-24,H01,Fastball,91.0,2094,14.8,6.3,-1.091,2.583,0,1,BallCalled,R,L,2026-09-04
OPP-24,H01,Fastball,91.5,2285,16.9,8.8,-0.411,2.112,1,1,InPlay,R,L,2026-09-04
OPP-24,H07,Fastball,90.0,2092,16.1,9.7,-0.37,1.32,0,0,BallCalled,R,L,2026-09-04
OPP-24,H07,Fastball,89.6,2201,13.4,13.6,0.655,2.904,1,0,InPlay,R,L,2026-09-04
OPP-24,H08,Fastball,91.8,2109,15.6,10.6,1.29,0.958,0,0,InPlay,R,L,2026-09-04
OPP-24,H06,Fastball,90.7,2239,13.8,9.5,-0.567,2.655,0,0,InPlay,L,L,2026-09-04
OPP-24,H01,Fastball,89.4,2132,17.4,5.2,-0.354,2.251,0,0,StrikeCalled,R,L,2026-09-04
OPP-24,H01,Changeup,82.9,1815,6.1,5.3,0.186,2.205,0,1,FoulBall,R,L,2026-09-04
OPP-24,H01,Curveball,78.6,2610,-10.1,-11.8,1.756,2.984,0,2,StrikeSwinging,R,L,2026-09-04
OPP-24,H09,Changeup,81.6,2012,6.3,15.3,0.412,1.534,0,0,InPlay,R,L,2026-09-04
OPP-24,H01,Fastball,88.6,2121,18.9,6.4,-0.521,2.217,0,0,StrikeCalled,L,L,2026-09-04
OPP-24,H01,Slider,82.7,2190,-0.9,-3.0,-0.415,4.107,0,1,StrikeSwinging,L,L,2026-09-04
OPP-24,H01,Fastball,87.0,2262,16.2,0.4,-1.825,3.371,0,2,StrikeSwinging,L,L,2026-09-04
OPP-24,H07,Fastball,90.6,2233,16.0,8.8,0.075,2.454,0,0,InPlay,L,L,2026-09-04
OPP-24,H04,Slider,82.8,2361,2.4,-10.0,0.889,1.309,0,0,BallCalled,R,L,2026-09-04
OPP-24,H04,Slider,83.2,2222,-2.8,-12.5,0.472,2.568,1,0,StrikeCalled,R,L,2026-09-04
OPP-24,H04,Slider,81.1,2349,0.1,-6.9,0.647,3.026,1,1,StrikeCalled,R,L,2026-09-04
OPP-24,H04,Slider,80.1,2466,5.1,-6.0,2.229,3.786,1,2,BallCalled,R,L,2026-09-04
OPP-24,H04,Fastball,89.4,2353,13.4,11.1,-2.973,4.021,2,2,StrikeSwinging,R,L,2026-09-04
OPP-24,H06,Fastball,89.1,2097,15.1,15.6,0.139,2.005,0,0,StrikeCalled,L,L,2026-09-05
OPP-24,H06,Slider,82.9,2442,3.0,-5.8,-0.784,2.921,0,1,InPlay,L,L,2026-09-05
OPP-24,H05,Fastball,89.3,2351,11.7,9.7,-0.324,2.317,0,0,FoulBall,R,L,2026-09-05
OPP-24,H05,Slider,85.4,2423,-0.4,-3.5,0.445,1.783,0,1,StrikeCalled,R,L,2026-09-05
OPP-24,H05,Slider,78.8,2298,-1.0,-3.1,-0.269,3.611,0,2,BallCalled,R,L,2026-09-05
OPP-24,H05,Slider,81.2,2218,2.0,-5.9,-3.17,3.297,1,2,FoulBall,R,L,2026-09-05
OPP-24,H05,Curveball,72.0,2557,-10.3,-2.9,-1.122,1.522,1,2,BallCalled,R,L,2026-09-05
OPP-24,H05,Fastball,88.7,2304,18.8,9.2,0.384,1.984,2,2,InPlay,R,L,2026-09-05
OPP-24,H06,Slider,79.3,2579,0.6,-5.6,0.283,1.714,0,0,InPlay,R,L,2026-09-05
OPP-24,H09,Curveball,72.2,2284,-7.4,-4.3,0.449,1.098,0,0,BallCalled,R,L,2026-09-05
OPP-24,H09,Fastball,90.3,2050,12.4,10.6,0.368,1.902,1,0,InPlay,R,L,2026-09-05
OPP-24,H02,Curveball,75.4,2406,-3.3,-10.9,0.422,2.826,0,0,InPlay,R,L,2026-09-05
OPP-24,H08,Slider,80.8,2233,5.2,-6.0,0.173,2.733,0,0,StrikeCalled,R,L,2026-09-05
OPP-24,H08,Curveball,75.2,2365,-6.7,-7.7,1.646,1.822,0,1,BallCalled,R,L,2026-09-05
OPP-24,H08,Fastball,91.3,2241,13.6,6.6,-0.535,2.241,1,1,StrikeCalled,R,L,2026-09-05
OPP-24,H08,Curveball,73.2,2410,-7.6,-5.4,2.696,1.789,1,2,StrikeSwinging,R,L,2026-09-05
OPP-24,H03,Changeup,83.2,1750,10.1,7.8,-1.565,3.81,0,0,BallCalled,L,L,2026-09-05
OPP-24,H03,Fastball,90.5,2303,11.8,10.4,0.316,2.75,1,0,StrikeCalled,L,L,2026-09-05
OPP-24,H03,Curveball,73.5,2480,-6.8,-1.6,-0.968,2.527,1,1,StrikeSwinging,L,L,2026-09-05
OPP-24,H03,Slider,79.5,2593,-1.7,-5.3,-0.33,1.312,1,2,StrikeSwinging,L,L,2026-09-05
OPP-24,H09,Fastball,91.8,2148,15.3,9.4,0.245,2.06,0,0,StrikeSwinging,R,L,2026-09-05
OPP-24,H09,Fastball,89.4,2495,15.9,11.0,-0.362,3.728,0,1,BallCalled,R,L,2026-09-05
OPP-24,H09,Curveball,74.4,2373,-6.8,-11.8,0.866,0.774,1,1,StrikeSwinging,R,L,2026-09-05
OPP-24,H09,Curveball,72.5,2721,-11.3,-9.6,-0.603,1.314,1,2,HitByPitch,R,L,2026-09-05
OPP-24,H09,Fastball,89.2,1943,14.3,5.9,1.589,2.477,0,0,BallCalled,R,L,2026-09-05
OPP-24,H09,Slider,80.9,2265,3.3,-5.6,0.33,2.471,1,0,InPlay,R,L,2026-09-05
OPP-24,H08,Fastball,90.5,2320,13.6,9.8,-1.514,2.462,0,0,BallCalled,L,L,2026-09-05
OPP-24,H08,Fastball,90.7,2110,15.5,12.4,0.385,2.354,1,0,StrikeCalled,L,L,2026-09-05
OPP-24,H08,Changeup,80.6,1798,11.9,12.4,-0.21,2.536,1,1,InPlay,L,L,2026-09-05
OPP-24,H06,Fastball,90.7,2215,14.3,8.9,-0.513,2.595,0,0,StrikeCalled,R,L,2026-09-05
OPP-24,H06,Fastball,91.3,2194,15.0,8.6,-0.516,3.087,0,1,InPlay,R,L,2026-09-05
OPP-24,H05,Slider,79.9,2576,0.4,-5.7,0.303,2.592,0,0,FoulBall,R,L,2026-09-05
OPP-24,H05,Curveball,75.9,2519,-10.0,-6.8,1.407,1.172,0,1,BallCalled,R,L,2026-09-05
OPP-24,H05,Changeup,82.0,1753,12.7,13.6,-0.941,2.665,1,1,BallCalled,R,L,2026-09-05
OPP-24,H05,Changeup,82.5,1778,7.3,9.4,0.134,1.455,2,1,BallCalled,R,L,2026-09-05
OPP-24,H05,Changeup,80.7,1571,10.9,12.4,0.154,1.969,3,1,FoulBall,R,L,2026-09-05
OPP-24,H05,Fastball,89.6,2216,14.3,13.7,0.16,1.911,3,2,FoulBall,R,L,2026-09-05
OPP-24,H05,Curveball,77.3,2480,-3.6,-5.9,-1.791,2.878,3,2,InPlay,R,L,2026-09-05
OPP-24,H06,Fastball,90.2,2150,17.4,7.8,1.399,3.082,0,0,BallCalled,L,L,2026-09-05
OPP-24,H06,Fastball,90.5,2274,11.7,9.8,0.161,2.48,1,0,FoulBall,L,L,2026-09-05
OPP-24,H06,Changeup,83.5,1830,7.8,12.5,-0.263,2.198,1,1,FoulBall,L,L,2026-09-05
OPP-24,H06,Slider,82.0,2494,-0.3,-5.4,-0.674,2.189,1,2,StrikeSwinging,L,L,2026-09-05
OPP-24,H02,Fastball,90.8,2301,13.9,9.8,-0.04,2.785,0,0,StrikeCalled,L,L,2026-09-05
OPP-24,H02,Curveball,74.0,2459,-6.1,-2.8,0.337,2.119,0,1,FoulBall,L,L,2026-09-05
OPP-24,H02,Curveball,73.7,2595,-7.3,-9.8,-1.189,3.871,0,2,BallCalled,L,L,2026-09-05
OPP-24,H02,Fastball,91.7,2290,16.1,10.9,0.369,2.087,1,2,StrikeCalled,L,L,2026-09-05
OPP-24,H02,Fastball,89.2,2081,15.9,7.7,-0.694,2.344,0,0,FoulBall,R,L,2026-09-05
OPP-24,H02,Fastball,89.5,2198,15.0,12.8,0.505,1.328,0,1,StrikeSwinging,R,L,2026-09-05
OPP-24,H02,Changeup,83.8,1768,8.9,9.8,-1.605,0.46,0,2,BallCalled,R,L,2026-09-05
OPP-24,H02,Changeup,82.7,1653,12.2,11.7,-0.782,1.108,1,2,BallCalled,R,L,2026-09-05
OPP-24,H02,Changeup,81.1,1802,11.1,11.6,1.347,2.836,2,2,FoulBall,R,L,2026-09-05
OPP-24,H02,Changeup,81.1,1670,8.8,8.8,0.108,0.936,2,2,StrikeSwinging,R,L,2026-09-05
OPP-24,H02,Changeup,80.7,1671,8.1,14.0,-0.362,0.932,0,0,BallCalled,R,L,2026-09-05
OPP-24,H02,Fastball,90.0,2163,13.7,6.3,-0.87,2.415,1,0,BallCalled,R,L,2026-09-05
OPP-24,H02,Fastball,90.0,2102,14.4,11.7,-0.031,3.045,2,0,StrikeCalled,R,L,2026-09-05
OPP-24,H02,Fastball,88.8,2295,17.6,7.0,0.814,2.832,2,1,StrikeCalled,R,L,2026-09-05
OPP-24,H02,Changeup,82.8,1720,9.0,13.1,0.032,-0.784,2,2,HitByPitch,R,L,2026-09-05
OPP-24,H06,Fastball,88.9,1964,14.7,3.8,0.083,3.425,0,0,InPlay,R,L,2026-09-05
