Pitcher,Batter,TaggedPitchType,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,PlateLocSide,PlateLocHeight,Balls,Strikes,PitchCall,BatterSide,PitcherThrows,Date
OPP-32,H04,Slider,82.1,2352,4.1,-3.4,-1.02,1.951,1,2,StrikeSwinging,R,R,2026-08-30
OPP-32,H09,Fastball,88.0,2409,15.4,9.0,0.419,3.419,0,0,StrikeCalled,R,R,2026-08-30
OPP-32,H09,Changeup,79.5,1742,6.3,15.3,0.8,1.577,0,1,InPlay,R,R,2026-08-30
OPP-32,H09,Fastball,91.2,2068,17.9,12.6,-0.067,2.067,0,0,StrikeSwinging,L,R,2026-08-30
OPP-32,H09,Curveball,74.4,2600,-6.4,-1.7,0.421,1.296,0,1,StrikeSwinging,L,R,2026-08-30
OPP-32,H09,Curveball,77.5,2503,-6.0,-12.8,-0.173,3.892,0,2,BallCalled,L,R,2026-08-30
OPP-32,H09,Fastball,87.7,2206,16.8,3.6,0.546,2.073,1,2,FoulBall,L,R,2026-08-30
OPP-32,H09,Fastball,92.4,1996,15.3,11.1,-0.367,5.019,1,2,StrikeSwinging,L,R,2026-08-30
OPP-32,H01,Changeup,82.3,1914,12.6,9.9,-1.152,1.829,0,0,FoulBall,L,R,2026-08-30
OPP-32,H01,Slider,82.0,2273,-1.8,-11.5,0.528,1.458,0,1,StrikeSwinging,L,R,2026-08-30
OPP-32,H01,Fastball,92.7,2192,14.4,6.4,0.049,2.537,0,2,FoulBall,L,R,2026-08-30
OPP-32,H01,Changeup,82.4,1751,8.6,9.5,-1.815,0.913,0,2,FoulBall,L,R,2026-08-30
OPP-32,H01,Fastball,92.5,2246,15.3,7.6,1.229,-0.741,0,2,InPlay,L,R,2026-08-30
OPP-32,H08,Fastball,92.7,2220,15.1,5.1,-0.77,4.017,0,0,BallCalled,R,R,2026-08-30
OPP-32,H08,Fastball,89.8,2126,14.5,12.2,-0.752,1.932,1,0,StrikeSwinging,R,R,2026-08-30
OPP-32,H08,Fastball,87.5,2159,16.1,10.6,-1.166,2.04,1,1,BallCalled,R,R,2026-08-30
OPP-32,H08,Fastball,91.3,2130,16.0,13.3,0.546,2.117,2,1,InPlay,R,R,2026-08-30
OPP-32,H08,Fastball,91.3,2230,16.4,4.4,-0.532,3.752,0,0,FoulBall,L,R,2026-08-30
OPP-32,H08,Changeup,84.2,1636,10.4,7.4,0.189,2.744,0,1,StrikeCalled,L,R,2026-08-30
OPP-32,H08,Slider,80.9,2250,1.7,-9.7,-1.77,4.068,0,2,BallCalled,L,R,2026-08-30
OPP-32,H08,Slider,81.3,2694,4.1,-4.7,1.394,3.988,1,2,BallCalled,L,R,2026-08-30
OPP-32,H08,Slider,79.3,2422,-0.5,-7.1,0.89,3.162,2,2,StrikeSwinging,L,R,2026-08-30
OPP-32,H04,Slider,80.7,2771,3.7,-10.0,1.184,2.041,0,0,StrikeSwinging,R,R,2026-08-30
OPP-32,H04,Fastball,91.0,1968,16.2,9.2,0.917,2.399,0,1,BallCalled,R,R,2026-08-30
OPP-32,H04,Changeup,80.4,1539,9.3,10.4,-0.904,1.708,1,1,StrikeSwinging,R,R,2026-08-30
OPP-32,H04,Changeup,82.2,1755,7.3,11.2,-2.586,3.901,1,2,BallCalled,R,R,2026-08-30
OPP-32,H04,Slider,83.2,2426,1.5,-5.5,-2.433,0.916,2,2,FoulBall,R,R,2026-08-30
OPP-32,H04,Curveball,75.9,2392,-7.8,-13.7,0.071,4.357,2,2,BallCalled,R,R,2026-08-30
OPP-32,H04,Changeup,84.1,1826,5.6,8.2,-1.339,1.377,3,2,FoulBall,R,R,2026-08-30
OPP-32,H04,Changeup,82.2,1813,9.9,9.6,0.266,3.016,3,2,StrikeSwinging,R,R,2026-08-30
OPP-32,H03,Changeup,83.4,1618,7.5,7.6,-0.801,1.704,0,0,InPlay,R,R,2026-08-30
OPP-32,H03,Fastball,89.1,2100,12.7,9.6,1.533,3.225,0,0,InPlay,R,R,2026-08-30
OPP-32,H05,Changeup,81.6,1651,11.2,8.3,0.322,3.93,0,0,BallCalled,R,R,2026-08-30
OPP-32,H05,Curveball,76.8,2424,-9.2,-6.4,0.418,2.225,1,0,InPlay,R,R,2026-08-30
OPP-32,H05,Slider,83.5,2345,0.1,-6.0,0.184,1.474,0,0,FoulBall,L,R,2026-08-30
OPP-32,H05,Fastball,92.8,2261,15.4,11.4,-0.501,2.119,0,1,StrikeCalled,L,R,2026-08-30
OPP-32,H05,Fastball,89.6,2081,16.2,3.4,-2.22,1.589,0,2,BallCalled,L,R,2026-08-30
OPP-32,H05,Fastball,89.5,2339,17.8,9.8,-0.936,3.081,1,2,BallCalled,L,R,2026-08-30
OPP-32,H05,Slider,81.4,2336,5.5,-7.6,-0.592,3.938,2,2,BallCalled,L,R,2026-08-30
OPP-32,H05,Fastball,91.2,2177,12.4,9.3,1.678,2.197,3,2,BallCalled,L,R,2026-08-30
OPP-32,H01,Curveball,76.9,2412,-7.9,-6.2,-0.268,1.222,0,0,StrikeSwinging,L,R,2026-08-30
OPP-32,H01,Changeup,83.5,1793,7.6,11.0,1.745,4.189,0,1,BallCalled,L,R,2026-08-30
OPP-32,H01,Curveball,76.0,2534,-7.9,-15.6,-0.716,1.821,1,1,StrikeSwinging,L,R,2026-08-30
OPP-32,H01,Curveball,75.5,2432,-4.2,-3.5,-1.6,2.675,1,2,BallCalled,L,R,2026-08-30
OPP-32,H01,Fastball,91.2,2254,11.8,8.0,-1.727,2.377,2,2,BallCalled,L,R,2026-08-30
OPP-32,H01,Fastball,91.4,2139,12.2,12.5,1.547,4.536,3,2,FoulBall,L,R,2026-08-30
OPP-32,H01,Curveball,75.4,2492,-16.1,-7.0,-0.846,-0.443,3,2,BallCalled,L,R,2026-08-30
OPP-32,H08,Changeup,83.3,1951,10.2,10.4,-1.812,2.194,0,0,BallCalled,R,R,2026-08-30
OPP-32,H08,Changeup,82.4,1608,6.2,15.0,-0.836,1.342,1,0,BallCalled,R,R,2026-08-30
OPP-32,H08,Slider,81.7,2409,4.0,-1.0,0.905,0.707,2,0,BallCalled,R,R,2026-08-30
OPP-32,H08,Fastball,90.7,2107,16.9,9.7,-0.155,2.697,3,0,StrikeCalled,R,R,2026-08-30
OPP-32,H08,Fastball,92.4,2290,13.4,6.5,0.884,2.174,3,1,StrikeSwinging,R,R,2026-08-30
OPP-32,H08,Curveball,74.5,2508,-6.3,-6.0,0.881,3.937,3,2,BallCalled,R,R,2026-08-30
OPP-32,H03,Fastball,87.9,2059,13.1,10.2,0.188,2.32,0,0,InPlay,L,R,2026-08-30
OPP-32,H03,Changeup,81.6,1914,11.2,7.7,-0.18,1.339,0,0,BallCalled,R,R,2026-08-30
OPP-32,H03,Fastball,90.4,2138,18.3,12.3,0.605,3.227,1,0,StrikeSwinging,R,R,2026-08-30
OPP-32,H03,Curveball,75.0,2296,-6.9,-8.5,-1.395,3.734,1,1,BallCalled,R,R,2026-08-30
OPP-32,H03,Fastball,89.5,2319,15.0,6.3,-0.255,2.317,2,1,FoulBall,R,R,2026-08-30
OPP-32,H03,Fastball,90.7,2462,14.7,14.0,0.14,3.191,2,2,StrikeSwinging,R,R,2026-08-30
OPP-32,H06,Fastball,90.5,2332,15.9,9.5,-0.56,2.878,0,0,InPlay,R,R,2026-08-30
OPP-32,H04,Fastball,90.3,2248,11.9,11.9,0.155,1.621,0,0,InPlay,R,R,2026-08-30
OPP-32,H09,Fastball,90.4,2201,14.3,6.8,1.529,2.527,0,0,FoulBall,L,R,2026-08-30
OPP-32,H09,Fastball,91.4,2273,13.6,8.5,-0.386,2.503,0,1,StrikeCalled,L,R,2026-08-30
OPP-32,H09,Changeup,80.9,1723,6.7,10.2,-0.621,1.852,0,2,StrikeSwinging,L,R,2026-08-30
OPP-32,H07,Fastball,89.8,2252,13.1,12.9,-0.793,2.478,0,0,StrikeCalled,R,R,2026-08-30
OPP-32,H07,Fastball,91.0,2283,14.0,7.0,0.666,2.659,0,1,StrikeCalled,R,R,2026-08-30
OPP-32,H07,Slider,81.3,2222,-0.7,0.5,1.003,0.468,0,2,BallCalled,R,R,2026-08-30
OPP-32,H07,Fastball,88.0,2336,15.5,9.5,0.259,2.004,1,2,StrikeCalled,R,R,2026-08-30
OPP-32,H09,Fastball,90.2,2266,17.0,5.6,1.736,1.43,0,0,BallCalled,R,R,2026-08-30
OPP-32,H09,Slider,78.2,2279,1.8,-5.1,-0.222,2.679,1,0,StrikeSwinging,R,R,2026-08-30
OPP-32,H09,Fastball,89.9,2187,15.2,11.8,0.908,3.159,1,1,BallCalled,R,R,2026-08-30
OPP-32,H09,Fastball,91.6,2264,15.4,6.9,-1.311,1.968,2,1,BallCalled,R,R,2026-08-30
OPP-32,H09,Changeup,81.9,1592,8.1,15.1,-0.639,2.793,3,1,HitByPitch,R,R,2026-08-30
OPP-32,H01,Slider,79.5,2299,-0.1,-8.6,-0.491,0.378,0,0,BallCalled,L,R,2026-08-30
OPP-32,H01,Fastball,88.5,2259,15.3,11.2,-0.054,2.403,1,0,StrikeCalled,L,R,2026-08-30
OPP-32,H01,Fastball,90.3,2231,13.6,5.7,0.588,1.54,1,1,InPlay,L,R,2026-08-30
OPP-47,H08,Fastball,88.8,2149,13.4,4.8,-1.465,3.189,0,0,BallCalled,R,R,2026-08-28
OPP-47,H08,Fastball,90.5,2091,16.4,10.5,-0.013,2.617,1,0,StrikeSwinging,R,R,2026-08-28
OPP-47,H08,Fastball,88.9,2031,11.9,13.1,1.733,3.07,1,1,BallCalled,R,R,2026-08-28
OPP-47,H08,Fastball,90.2,2260,17.5,11.2,0.201,3.302,2,1,StrikeCalled,R,R,2026-08-28
OPP-47,H08,Fastball,87.3,2102,20.5,5.0,0.339,3.244,2,2,StrikeSwinging,R,R,2026-08-28
OPP-47,H09,Fastball,89.6,2256,15.3,7.3,0.046,3.299,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H09,Changeup,85.1,1632,7.8,18.9,0.802,2.747,0,1,FoulBall,R,R,2026-08-28
OPP-47,H09,Slider,81.0,2459,2.6,-5.6,-0.618,0.701,0,2,StrikeSwinging,R,R,2026-08-28
OPP-47,H02,Fastball,91.4,2229,14.3,7.7,-0.672,2.158,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H02,Fastball,91.9,2174,19.8,11.7,0.035,3.08,0,1,StrikeCalled,R,R,2026-08-28
OPP-47,H02,Curveball,75.0,2506,-6.7,-1.6,3.775,2.973,0,2,StrikeSwinging,R,R,2026-08-28
OPP-47,H07,Fastball,93.0,2046,19.2,7.2,1.523,3.673,0,0,BallCalled,R,R,2026-08-28
OPP-47,H07,Fastball,88.3,2164,14.7,10.0,0.875,1.848,1,0,StrikeSwinging,R,R,2026-08-28
OPP-47,H07,Fastball,89.4,2278,16.9,15.2,0.268,3.35,1,1,StrikeCalled,R,R,2026-08-28
OPP-47,H07,Fastball,90.7,2131,16.0,10.7,3.989,2.353,1,2,FoulBall,R,R,2026-08-28
OPP-47,H07,Changeup,81.7,2020,11.4,15.9,1.544,2.275,1,2,BallCalled,R,R,2026-08-28
OPP-47,H07,Slider,81.7,2131,1.0,-4.5,-1.211,2.645,2,2,BallCalled,R,R,2026-08-28
OPP-47,H07,Slider,79.3,2220,2.4,-13.3,2.794,0.444,3,2,StrikeSwinging,R,R,2026-08-28
OPP-47,H06,Fastball,88.1,2018,10.3,11.4,-0.686,3.198,0,0,FoulBall,R,R,2026-08-28
OPP-47,H06,Curveball,75.3,2400,-3.4,-13.9,0.691,1.183,0,1,InPlay,R,R,2026-08-28
OPP-47,H09,Changeup,81.6,1849,9.0,14.2,-0.382,3.691,0,0,BallCalled,R,R,2026-08-28
OPP-47,H09,Fastball,89.6,2189,15.1,12.1,0.173,2.535,1,0,FoulBall,R,R,2026-08-28
OPP-47,H09,Fastball,89.8,2306,16.8,4.8,0.251,3.614,1,1,BallCalled,R,R,2026-08-28
OPP-47,H09,Fastball,89.2,2247,19.8,10.5,0.623,1.993,2,1,InPlay,R,R,2026-08-28
OPP-47,H02,Fastball,90.6,2222,15.0,12.4,0.265,1.356,0,0,FoulBall,L,R,2026-08-28
OPP-47,H02,Changeup,83.9,1847,8.5,13.2,-0.308,2.321,0,1,StrikeCalled,L,R,2026-08-28
OPP-47,H02,Fastball,89.3,2275,15.5,14.7,2.02,3.282,0,2,BallCalled,L,R,2026-08-28
OPP-47,H02,Curveball,76.3,2264,-0.4,-14.8,0.453,4.915,1,2,InPlay,L,R,2026-08-28
OPP-47,H06,Fastball,89.5,2159,13.9,13.0,-0.084,2.126,0,0,StrikeCalled,L,R,2026-08-28
OPP-47,H06,Slider,80.5,2625,-2.7,-5.5,-1.212,1.598,0,1,BallCalled,L,R,2026-08-28
OPP-47,H06,Fastball,92.7,2464,15.3,7.5,0.256,3.053,1,1,InPlay,L,R,2026-08-28
OPP-47,H04,Slider,81.7,2513,1.9,-7.2,-1.088,3.447,0,0,BallCalled,L,R,2026-08-28
OPP-47,H04,Fastball,91.1,2184,11.5,8.1,-0.767,2.248,1,0,FoulBall,L,R,2026-08-28
OPP-47,H04,Fastball,89.9,2198,11.6,4.8,-0.511,3.227,1,1,StrikeCalled,L,R,2026-08-28
OPP-47,H04,Slider,79.2,2521,2.8,-7.9,-3.827,-0.887,1,2,BallCalled,L,R,2026-08-28
OPP-47,H04,Slider,84.0,2219,1.0,-5.0,0.207,0.438,2,2,BallCalled,L,R,2026-08-28
OPP-47,H04,Fastball,88.9,2318,11.9,11.0,-0.55,1.295,3,2,BallCalled,L,R,2026-08-28
OPP-47,H06,Fastball,89.4,2288,15.5,8.1,-0.129,2.382,0,0,FoulBall,R,R,2026-08-28
OPP-47,H06,Fastball,90.9,2316,13.7,9.0,0.072,3.058,0,1,StrikeCalled,R,R,2026-08-28
OPP-47,H06,Changeup,82.9,1763,7.6,10.8,-1.45,1.176,0,2,BallCalled,R,R,2026-08-28
OPP-47,H06,Curveball,77.3,2406,-5.2,-10.5,-1.651,5.119,1,2,FoulBall,R,R,2026-08-28
OPP-47,H06,Slider,81.0,2231,4.3,-2.9,0.199,1.166,1,2,BallCalled,R,R,2026-08-28
OPP-47,H06,Slider,81.4,2314,4.5,-4.7,-1.096,2.093,2,2,BallCalled,R,R,2026-08-28
OPP-47,H06,Fastball,92.1,2293,13.6,12.5,0.08,1.753,3,2,InPlay,R,R,2026-08-28
OPP-47,H06,Fastball,89.3,2225,18.8,14.9,-0.327,3.051,0,0,FoulBall,R,R,2026-08-28
OPP-47,H06,Changeup,85.3,1686,11.9,12.7,-0.397,2.956,0,1,FoulBall,R,R,2026-08-28
OPP-47,H06,Fastball,89.7,2255,13.0,9.6,-0.834,3.065,0,2,FoulBall,R,R,2026-08-28
OPP-47,H06,Fastball,90.6,2326,13.7,6.2,0.42,1.983,0,2,InPlay,R,R,2026-08-28
OPP-47,H05,Fastball,89.3,2058,15.3,5.9,0.69,2.596,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H05,Fastball,90.0,2354,14.9,0.7,-1.291,2.809,0,1,StrikeSwinging,R,R,2026-08-28
OPP-47,H05,Fastball,91.0,2204,14.0,8.0,0.382,2.633,0,2,InPlay,R,R,2026-08-28
OPP-47,H08,Changeup,79.5,1704,7.4,10.9,-0.339,2.456,0,0,HitByPitch,R,R,2026-08-28
OPP-47,H09,Fastball,91.2,2103,18.2,10.3,0.974,2.89,0,0,BallCalled,R,R,2026-08-28
OPP-47,H09,Fastball,92.4,2378,18.5,11.1,0.202,2.894,1,0,StrikeCalled,R,R,2026-08-28
OPP-47,H09,Fastball,91.5,2237,16.0,10.6,0.089,2.414,1,1,FoulBall,R,R,2026-08-28
OPP-47,H09,Slider,79.2,2304,-0.5,-6.7,-0.025,2.475,1,2,StrikeSwinging,R,R,2026-08-28
OPP-47,H01,Fastball,90.5,2131,13.0,1.8,-0.446,1.534,0,0,StrikeCalled,L,R,2026-08-28
OPP-47,H01,Slider,81.9,2374,-2.2,-7.4,2.438,2.046,0,1,BallCalled,L,R,2026-08-28
OPP-47,H01,Changeup,82.3,1751,10.7,12.2,0.246,1.903,1,1,StrikeCalled,L,R,2026-08-28
OPP-47,H01,Slider,84.2,2247,0.0,-9.0,-3.1,4.174,1,2,BallCalled,L,R,2026-08-28
OPP-47,H01,Changeup,82.1,1613,11.2,8.2,0.647,0.033,2,2,FoulBall,L,R,2026-08-28
OPP-47,H01,Slider,79.5,2293,6.5,-2.8,1.258,1.88,2,2,FoulBall,L,R,2026-08-28
OPP-47,H01,Fastball,89.8,2356,13.1,11.0,0.028,0.908,2,2,BallCalled,L,R,2026-08-28
OPP-47,H01,Changeup,81.1,1734,9.2,8.6,-0.217,3.221,3,2,InPlay,L,R,2026-08-28
OPP-47,H07,Slider,83.1,2274,-1.4,-6.9,-2.319,1.741,0,0,StrikeSwinging,L,R,2026-08-28
OPP-47,H07,Fastball,91.5,2150,17.8,8.2,-0.847,1.842,0,1,InPlay,L,R,2026-08-28
OPP-47,H01,Slider,81.9,2377,1.3,-8.7,-0.265,3.073,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H01,Slider,80.3,2414,0.0,-7.1,-1.037,2.599,0,1,BallCalled,R,R,2026-08-28
OPP-47,H01,Slider,80.1,2372,0.5,-6.9,0.283,3.24,1,1,StrikeCalled,R,R,2026-08-28
OPP-47,H01,Fastball,91.1,2316,15.6,6.3,1.132,2.321,1,2,HitByPitch,R,R,2026-08-28
OPP-47,H05,Slider,84.9,2293,2.3,-5.5,0.323,2.201,0,0,StrikeCalled,L,R,2026-08-28
OPP-47,H05,Fastball,89.1,2200,16.6,4.8,-0.475,4.348,0,1,BallCalled,L,R,2026-08-28
OPP-47,H05,Fastball,90.6,2187,14.9,12.1,0.499,2.913,1,1,InPlay,L,R,2026-08-28
OPP-47,H03,Fastball,91.4,2250,18.0,6.2,-0.645,2.221,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H03,Fastball,88.5,2139,15.1,8.4,1.218,2.997,0,1,HitByPitch,R,R,2026-08-28
OPP-47,H03,Slider,81.2,2526,0.9,-12.0,0.123,2.741,0,0,StrikeCalled,R,R,2026-08-28
OPP-47,H03,Slider,80.5,2447,-0.2,-10.7,1.469,1.804,0,1,InPlay,R,R,2026-08-28
OPP-47,H01,Slider,79.4,2532,-1.3,-6.9,-1.117,1.583,0,0,BallCalled,L,R,2026-08-28
OPP-47,H01,Fastball,91.8,2299,13.3,15.2,-0.552,2.84,1,0,StrikeCalled,L,R,2026-08-28
OPP-47,H01,Fastball,91.7,2285,11.3,10.3,-0.509,3.131,1,1,StrikeCalled,L,R,2026-08-28
OPP-47,H01,Slider,81.1,2464,5.5,-11.7,1.095,0.952,1,2,BallCalled,L,R,2026-08-28
OPP-47,H01,Changeup,84.8,1685,8.7,9.2,1.343,2.341,2,2,BallCalled,L,R,2026-08-28
OPP-47,H01,Fastball,92.7,2232,16.0,12.5,0.478,3.843,3,2,BallCalled,L,R,2026-08-28
OPP-47,H02,Changeup,86.7,1579,6.5,8.1,0.445,0.953,0,0,BallCalled,L,R,2026-08-28
OPP-47,H02,Fastball,90.0,2108,18.7,10.9,-0.223,3.489,1,0,StrikeCalled,L,R,2026-08-28
OPP-47,H02,Changeup,81.2,1648,11.9,11.1,0.392,3.239,1,1,StrikeCalled,L,R,2026-08-28
OPP-47,H02,Fastball,89.4,2191,13.8,6.5,0.035,0.474,1,2,StrikeSwinging,L,R,2026-08-28
OPP-47,H09,Slider,80.5,2261,-2.4,-5.7,-1.723,1.556,0,0,BallCalled,R,R,2026-08-28
OPP-47,H09,Fastball,89.6,2126,15.1,12.8,0.633,3.407,1,0,StrikeCalled,R,R,2026-08-28
OPP-47,H09,Changeup,79.1,1745,10.2,9.8,0.392,0.075,1,1,InPlay,R,R,2026-08-28
OPP-47,H07,Slider,82.9,2451,-3.2,-14.5,-0.195,3.765,0,0,StrikeSwinging,R,R,2026-08-28
OPP-47,H07,Curveball,73.0,2795,-4.7,-4.2,-1.694,2.352,0,1,FoulBall,R,R,2026-08-28
OPP-47,H07,Slider,80.2,2406,5.2,-3.0,0.019,1.544,0,2,FoulBall,R,R,2026-08-28
OPP-47,H07,Fastball,91.6,2277,14.5,13.0,0.371,2.38,0,2,InPlay,R,R,2026-08-28
OPP-47,H03,Fastball,89.4,2291,15.7,10.5,-0.389,2.958,0,0,InPlay,R,R,2026-08-28
OPP-47,H04,Slider,82.2,2432,0.5,-4.9,-1.092,0.936,0,0,BallCalled,L,R,2026-08-28
OPP-47,H04,Fastball,90.4,2243,14.1,12.4,0.665,3.79,1,0,BallCalled,L,R,2026-08-28
OPP-47,H04,Fastball,90.4,2255,14.8,6.0,1.343,2.325,2,0,BallCalled,L,R,2026-08-28
OPP-47,H04,Fastball,94.7,2376,15.2,8.4,-0.393,3.483,3,0,StrikeCalled,L,R,2026-08-28
OPP-47,H04,Fastball,91.6,2254,18.6,7.4,0.081,3.161,3,1,StrikeCalled,L,R,2026-08-28
OPP-47,H04,Slider,80.1,2272,-0.0,-4.8,-2.34,2.907,3,2,FoulBall,L,R,2026-08-28
OPP-47,H04,Changeup,83.8,1802,7.3,14.1,0.795,4.532,3,2,BallCalled,L,R,2026-08-28
OPP-47,H08,Slider,81.9,2475,0.0,-6.9,0.247,3.498,0,0,StrikeCalled,R,R,2026-08-29
OPP-47,H08,Slider,81.9,2544,0.6,-3.8,0.839,3.719,0,1,StrikeSwinging,R,R,2026-08-29
OPP-47,H08,Changeup,84.0,1787,12.4,3.0,1.247,2.947,0,2,BallCalled,R,R,2026-08-29
OPP-47,H08,Slider,82.3,2528,-1.7,0.1,1.543,2.399,1,2,FoulBall,R,R,2026-08-29
OPP-47,H08,Slider,82.9,2360,1.4,-7.2,-0.261,0.079,1,2,StrikeSwinging,R,R,2026-08-29
OPP-47,H07,Fastball,92.5,2359,13.5,2.4,0.793,2.216,0,0,StrikeCalled,R,R,2026-08-29
OPP-47,H07,Curveball,74.8,2401,-8.0,-10.2,1.983,0.774,0,1,BallCalled,R,R,2026-08-29
OPP-47,H07,Fastball,92.8,2262,14.8,9.4,-1.524,1.957,1,1,BallCalled,R,R,2026-08-29
OPP-47,H07,Fastball,89.9,2191,12.5,8.6,-0.361,2.788,2,1,StrikeCalled,R,R,2026-08-29
OPP-47,H07,Fastball,89.3,2373,17.8,13.3,-1.347,1.86,2,2,InPlay,R,R,2026-08-29
OPP-47,H06,Slider,80.0,2299,5.5,-5.5,0.381,5.187,0,0,BallCalled,R,R,2026-08-29
OPP-47,H06,Fastball,90.1,2302,15.8,12.1,0.68,1.764,1,0,FoulBall,R,R,2026-08-29
OPP-47,H06,Slider,82.0,2435,1.7,-5.8,-0.829,0.056,1,1,BallCalled,R,R,2026-08-29
OPP-47,H06,Fastball,90.4,2113,13.6,11.3,0.823,3.002,2,1,FoulBall,R,R,2026-08-29
OPP-47,H06,Fastball,89.5,2281,11.7,6.7,-0.243,5.248,2,2,BallCalled,R,R,2026-08-29
OPP-47,H06,Slider,84.0,2504,1.8,-7.0,-1.144,1.193,3,2,FoulBall,R,R,2026-08-29
OPP-47,H06,Fastball,92.8,2321,16.2,8.7,0.112,2.072,3,2,InPlay,R,R,2026-08-29
OPP-47,H09,Fastball,91.8,2334,12.8,9.1,-0.114,1.131,0,0,BallCalled,L,R,2026-08-29
OPP-47,H09,Fastball,90.1,2333,14.2,13.6,0.319,2.559,1,0,StrikeSwinging,L,R,2026-08-29
OPP-47,H09,Slider,78.9,2661,0.4,-5.6,-0.07,1.596,1,1,StrikeCalled,L,R,2026-08-29
OPP-47,H09,Changeup,84.6,1698,9.1,12.3,0.162,3.258,1,2,StrikeCalled,L,R,2026-08-29
OPP-47,H07,Changeup,82.6,1537,7.9,12.8,1.186,1.88,0,0,BallCalled,R,R,2026-08-29
OPP-47,H07,Fastball,91.4,2105,15.7,9.3,0.497,3.169,1,0,InPlay,R,R,2026-08-29
OPP-47,H08,Changeup,84.9,1818,10.3,9.6,-0.115,2.677,0,0,InPlay,R,R,2026-08-29
OPP-47,H04,Fastball,91.4,2222,16.9,12.6,-0.282,2.903,0,0,StrikeCalled,R,R,2026-08-29
OPP-47,H04,Fastball,92.7,2466,14.6,13.0,-2.247,2.919,0,1,BallCalled,R,R,2026-08-29
OPP-47,H04,Fastball,91.6,2081,18.4,9.7,1.404,1.39,1,1,InPlay,R,R,2026-08-29
OPP-47,H02,Slider,81.0,2133,3.6,-4.2,0.625,1.032,0,0,BallCalled,R,R,2026-08-29
OPP-47,H02,Changeup,81.6,1783,6.6,10.0,0.192,1.686,1,0,StrikeCalled,R,R,2026-08-29
OPP-47,H02,Slider,81.8,2536,9.2,-6.9,0.219,2.305,1,1,FoulBall,R,R,2026-08-29
OPP-47,H02,Changeup,83.4,1681,8.9,16.9,1.365,-0.686,1,2,StrikeSwinging,R,R,2026-08-29
OPP-47,H01,Fastball,89.6,2271,14.4,4.9,0.975,2.399,0,0,BallCalled,L,R,2026-08-29
OPP-47,H01,Fastball,89.4,2285,16.7,9.2,-0.175,3.74,1,0,BallCalled,L,R,2026-08-29
OPP-47,H01,Fastball,92.1,2196,15.6,5.7,-0.017,2.583,2,0,StrikeCalled,L,R,2026-08-29
OPP-47,H01,Curveball,76.5,2520,-13.1,-10.9,-0.039,1.657,2,1,InPlay,L,R,2026-08-29
OPP-47,H01,Fastball,88.7,2181,17.7,13.9,0.422,2.649,0,0,StrikeCalled,R,R,2026-08-29
OPP-47,H01,Curveball,73.5,2360,-0.3,-10.9,-3.168,2.16,0,1,BallCalled,R,R,2026-08-29
OPP-47,H01,Fastball,91.9,2331,17.4,7.8,0.11,3.235,1,1,StrikeCalled,R,R,2026-08-29
OPP-47,H01,Changeup,81.3,1942,10.6,10.2,0.249,0.381,1,2,BallCalled,R,R,2026-08-29
OPP-47,H01,Slider,81.3,2633,-0.9,-5.0,-0.036,-0.151,2,2,BallCalled,R,R,2026-08-29
OPP-47,H01,Slider,80.0,2190,3.2,-1.5,-2.843,0.647,3,2,FoulBall,R,R,2026-08-29
OPP-47,H01,Changeup,82.7,1839,11.8,17.2,1.401,1.886,3,2,BallCalled,R,R,2026-08-29
OPP-47,H07,Fastball,89.7,2085,15.7,8.7,0.891,3.505,0,0,BallCalled,R,R,2026-08-29
OPP-47,H07,Fastball,91.2,1970,14.5,4.1,0.21,2.118,1,0,StrikeSwinging,R,R,2026-08-29
OPP-47,H07,Fastball,90.5,2483,15.9,6.6,1.116,2.059,1,1,FoulBall,R,R,2026-08-29
OPP-47,H07,Fastball,89.4,2104,14.7,10.2,-0.61,2.183,1,2,FoulBall,R,R,2026-08-29
OPP-47,H07,Changeup,83.0,1850,5.4,12.0,0.301,2.797,1,2,FoulBall,R,R,2026-08-29
OPP-47,H07,Slider,81.6,2252,2.2,-0.2,-0.262,2.428,1,2,StrikeCalled,R,R,2026-08-29
OPP-47,H01,Fastball,87.0,2183,15.3,10.8,-0.702,3.997,0,0,InPlay,R,R,2026-08-29
OPP-47,H04,Fastball,91.8,2049,12.9,5.9,-0.186,2.696,0,0,InPlay,L,R,2026-08-29
OPP-47,H01,Fastball,90.1,2221,14.7,16.6,0.064,2.292,0,0,FoulBall,R,R,2026-08-29
OPP-47,H01,Curveball,78.9,2374,-1.9,-9.0,0.39,0.747,0,1,BallCalled,R,R,2026-08-29
OPP-47,H01,Changeup,81.4,1716,5.9,11.8,0.159,2.552,1,1,StrikeCalled,R,R,2026-08-29
OPP-47,H01,Slider,81.2,2330,2.4,-10.4,-0.096,3.315,1,2,InPlay,R,R,2026-08-29
OPP-47,H04,Fastball,89.9,2409,11.9,11.6,1.143,2.154,0,0,FoulBall,R,R,2026-08-29
OPP-47,H04,Slider,79.1,2402,2.0,-4.2,-0.27,1.117,0,1,StrikeSwinging,R,R,2026-08-29
